param,value,obj_value,obj_A,obj_B,obj_alt,regime,is_anchor,converged,theta_v_max_1,theta_Ka2_1,theta_Ka3_1,theta_Ks_g6p_pgi,theta_kcat_f_2,theta_kcat_f_3,theta_Ks_fbp_4,theta_kcat_f_4,theta_kcat_f_5,theta_kcat_f_6,theta_kcat_f_7,theta_kcat_f_8,theta_Ks_3pg_8,theta_kcat_f_9,theta_Ks_2pg_9,theta_K_g6p_1
Ka2_1,0.1045659823991481,108.65399464361325,108.65399464361325,130.48216879327535,130.48216879327535,B,False,True,50.11360913891752,,3.3507477458961876,0.9814679041444385,541.0942126454439,595.7825323017915,0.4771027528184466,23.468450161982208,5020.4267933276815,13.361763200891394,819.3426149939853,677.7171433831836,0.07758015583487453,486.2867355865306,0.02112069234075094,10.018957295940847
Ka2_1,0.10949402532513587,140.6375954421401,140.6375954421401,143.88407680698612,143.88407680698612,B,False,True,52.135945965863094,,9.718758517091837,7.930032418629677,555.4159500914411,566.9325897070574,4.048232382140977,115.90893363883471,5030.048412433313,534.9971223552864,585.7627556449422,672.1029292746013,3.167305509928518,474.99081665088306,4.918547425352986,10.019620016142342
Ka2_1,0.11465431975895796,86.41326503043578,86.41326503043578,132.29411194123568,132.29411194123568,A,False,True,54.39530554660081,,8.639291661129041,2.8291252914753273,539.3387828993573,550.5933516416453,0.0031499046990679457,3.6899185674859107,4727.810889853239,313.3496245592669,966.223016390078,722.281856622795,1.9513219445611616,541.3657774187681,0.0019258438659693613,10.073993943845661
Ka2_1,0.12005781137696121,112.59737723849122,112.59737723849122,142.648693228798,142.648693228798,B,False,True,51.22083782093364,,9.132012310462025,4.759304878541486,535.1757354863543,546.0855906694071,0.21243145880226325,12.21722252573694,4969.538952437301,460.72503072222696,766.1074057829562,670.377564003609,2.908662404160762,494.016928659871,0.0016688909228136347,10.029044609994529
Ka2_1,0.12571596170932617,127.93294081552904,127.93294081552904,135.71013148120326,135.71013148120326,B,False,True,53.891050918511716,,8.637267842860204,6.573450072849619,574.2295505331099,613.9644816583759,10.65599343844195,451.46686223087016,5034.597882691252,503.6178762744337,515.783020321595,685.873984035138,2.26365246107901,540.3737252569275,6.492700160840304,10.039908196954485
Ka2_1,0.13164077245150915,122.57003780827418,122.57003780827418,127.53716972355375,127.53716972355375,B,False,True,52.12563448482785,,9.220356177144975,7.0534846590029145,564.0308764786603,576.0028501051694,1.2266302484453324,56.351446903744716,5032.272830340704,491.3891050914604,573.0318569548243,679.8108319911368,2.754752576103109,524.5090211655885,2.652717122865924,10.02743884134136
Ka3_1,6.805769757611634,83.14195550064545,83.14195550064545,132.62552197622588,132.62552197622588,A,True,True,66.4363302735406,0.010768751439253516,,3.1034771642672245,525.268172452405,657.9680131474369,0.0031290145086919382,3.6671755751899626,3537.570859963912,456.12825469734554,973.673139418486,649.0259530600545,2.0634889481509284,395.5869628942506,0.00261961558731537,10.223404903081287
Ka3_1,6.499459660688015,85.03343495026884,85.03343495026884,127.38860697839459,127.38860697839459,A,False,True,75.24237294574031,0.02385438729493206,,5.747761535205663,530.7244093546586,764.4099861700705,0.0031352043156320135,3.670164834553243,2388.2503407729337,371.3664789611067,985.7658782794315,561.4164954029587,2.106301525159871,284.02559260032893,0.0024956585909863107,10.981679814015633
Ka3_1,6.206935789102452,139.38225737198525,139.38225737198525,141.7948176000248,141.7948176000248,B,False,True,71.88216744095418,0.988999114760956,,8.076695362015748,572.1110992348384,595.9983303671577,10.773294404114816,454.23068051651086,5033.820690160306,504.54180528437826,510.4019772787569,685.6931838073115,2.9431995597021094,537.9962655219368,8.999403909891976,10.070655681353406
Ka3_1,5.927577660503952,84.99959503659338,84.99959503659338,119.41688708869823,119.41688708869823,A,False,True,75.23361395412964,0.14877333135345888,,5.546974431764743,530.7269320212259,764.3917199699032,0.0031344856206696934,3.6698110959258456,2388.2504121980783,371.36852131516235,985.7520487585642,561.4167778878235,2.0938361808927555,284.0269695363091,0.0026924484177368964,10.977126683460105
Ka3_1,5.660792718847564,82.12973047904366,82.12973047904366,119.00090188274629,119.00090188274629,A,False,True,56.56795242547316,0.009066159169841674,,2.5060974905747324,528.557865721934,711.6547542728315,0.003128743121547472,3.6670093065385365,3819.53833320694,486.75865116924285,973.7635015389511,601.3300484533418,1.8089418489076228,382.6410348860009,0.0030937303955179173,10.398719321250084
Ka3_1,5.40601507750355,118.28895802238968,129.48384564931897,118.28895802238968,129.48384564931897,B,False,True,60.30279856036129,0.0015693486688201485,,5.961726214334984,577.6223641455164,546.0480015224631,10.771585382900877,429.2855508593674,5309.704200992324,529.755911349373,790.8231570305923,729.4519739498833,0.9790701983902989,5.895589289003749,0.0010037909629177638,10.04437295135734
Ka3_1,5.162704318935989,108.03145204271932,108.03145204271932,117.67295753322566,117.67295753322566,B,False,True,61.257466079121265,0.45638709181025033,,6.6216651944878135,535.9351089379322,548.7000322228652,0.07650770170343388,6.520334435481525,4908.624563396985,500.8945720669322,868.6977391261487,664.6373414469225,3.429458964177142,482.75114788725784,0.0018045134187986236,10.02956732942405
Ka3_1,4.9303443484047165,82.6854248668201,82.6854248668201,116.56943775919868,116.56943775919868,A,False,True,56.565948386325104,0.09697504573753948,,2.4851927319146503,528.5581514359989,711.6494979268821,0.0031284134488718863,3.666824545142329,3819.538348996946,486.7598789857592,973.7615054675015,601.3297711217376,1.9206716098014494,382.64157229683883,0.003394032013735147,10.397905167128089
Ka3_1,4.708442299259191,124.11713825904549,128.83194034174863,124.11713825904549,128.83194034174863,B,False,True,69.11920437470134,0.9363758233346398,,7.756761364788986,565.9268664474423,480.4048779460689,10.570592022152157,459.8480590962152,5031.11496977941,505.8364686148501,505.147387454368,665.171547410853,3.607991831402902,89.77520974226151,0.0011031498027504164,10.059924507258518
Ka3_1,4.4965274875022505,103.41792884180532,103.41792884180532,118.02136544419942,118.02136544419942,B,False,True,64.17976044133944,0.035742150252253746,,5.213598766790699,528.6235289195242,558.721305956742,0.059858939995609095,5.839887679865607,4818.72541178397,504.387351190901,879.5316195862279,645.1975275979511,2.9293179438632264,470.59066697418814,0.42422172453524826,10.08093326045116
